order_id,order_date,order_value,category,payment_method,customer_age_days,past_orders,past_return_rate,address_mismatch,delivery_days,orders_last_24h,discount_pct,returned
R05866,2025-04-12,2399,Electronics,COD,520,9,0.297,0,4,1,20,0
R05990,2025-04-12,686,Electronics,Prepaid,981,4,0.237,0,7,3,10,0
R03611,2025-04-12,3012,Home,Prepaid,467,3,0.019,0,7,2,20,0
R01003,2025-04-12,634,Beauty,COD,817,9,0.057,1,9,2,0,0
R04615,2025-04-12,2194,Electronics,Prepaid,354,5,0.151,0,1,3,0,0
R03215,2025-04-12,561,Clothing,Prepaid,296,7,0.53,1,6,1,0,0
R04163,2025-04-12,643,Home,Prepaid,892,10,0.207,0,3,4,0,0
R05254,2025-04-12,1721,Beauty,COD,60,6,0.104,1,2,3,10,1
R03448,2025-04-12,3681,Electronics,Prepaid,948,5,0.15,0,1,1,30,0
R04371,2025-04-12,3472,Clothing,COD,407,3,0.176,0,4,1,10,1
R03843,2025-04-12,1245,Home,Prepaid,358,4,0.005,0,2,1,0,0
R01412,2025-04-12,886,Clothing,COD,143,8,0.067,0,1,1,5,0
R02426,2025-04-12,452,Home,Prepaid,613,4,0.289,0,6,2,30,0
R01434,2025-04-12,2938,Electronics,Prepaid,209,6,0.238,0,8,1,0,0
R05409,2025-04-12,1886,Beauty,COD,815,6,0.232,0,9,1,50,0
R02634,2025-04-12,2014,Clothing,COD,868,7,0.028,0,7,1,0,0
R05799,2025-04-12,2480,Clothing,Prepaid,575,6,0.287,0,6,1,20,0
R02062,2025-04-12,780,Clothing,Prepaid,137,9,0.114,0,10,1,30,0
R04530,2025-04-12,2896,Clothing,Prepaid,515,3,0.127,1,4,2,30,0
R03760,2025-04-12,226,Clothing,COD,204,6,0.376,0,4,2,10,1
R02883,2025-04-12,1007,Beauty,Prepaid,96,13,0.318,0,5,2,20,0
R04787,2025-04-12,1006,Home,Prepaid,421,3,0.114,0,2,2,20,0
R00079,2025-04-13,153,Home,COD,436,5,0.278,1,6,1,30,1
R02688,2025-04-13,1603,Clothing,COD,693,7,0.294,0,3,3,20,0
R02436,2025-04-13,542,Clothing,Prepaid,689,3,0.099,1,12,1,10,1
R02656,2025-04-13,889,Clothing,Prepaid,704,10,0.087,1,6,2,5,0
R02892,2025-04-13,722,Home,COD,27,5,0.373,0,12,1,20,0
R03144,2025-04-13,376,Home,COD,267,9,0.109,0,7,1,10,0
R02402,2025-04-13,1390,Clothing,Prepaid,920,7,0.388,0,1,2,5,1
R02857,2025-04-13,948,Home,COD,215,3,0.383,0,5,3,10,1
R00116,2025-04-13,528,Home,Prepaid,931,3,0.176,1,5,4,0,0
R04195,2025-04-13,1275,Beauty,COD,90,6,0.318,0,5,1,20,0
R00131,2025-04-13,1619,Electronics,COD,958,4,0.077,0,5,1,30,0
R01189,2025-04-13,1157,Clothing,COD,40,2,0.337,0,7,2,5,1
R03594,2025-04-13,368,Beauty,COD,570,4,0.131,0,2,2,5,0
R05820,2025-04-13,1038,Beauty,COD,72,13,0.18,0,10,2,10,1
R00706,2025-04-13,535,Clothing,COD,522,4,0.142,1,5,1,5,0
R00126,2025-04-13,1443,Clothing,Prepaid,65,2,0.322,0,12,4,5,0
R04678,2025-04-13,1288,Books,COD,529,7,0.166,1,8,1,50,0
R05199,2025-04-13,931,Electronics,Prepaid,635,9,0.068,0,8,1,30,0
R02647,2025-04-13,948,Home,Prepaid,680,9,0.167,0,5,1,50,0
R05343,2025-04-13,381,Home,COD,940,4,0.349,0,11,2,10,0
R05509,2025-04-13,598,Books,Prepaid,639,3,0.156,0,6,2,20,0
R00980,2025-04-13,3199,Home,COD,123,3,0.111,0,2,1,0,0
R01672,2025-04-13,778,Clothing,Prepaid,971,5,0.226,0,9,4,5,0
R03891,2025-04-13,1267,Home,Prepaid,671,10,0.253,0,6,1,20,0
R02798,2025-04-13,913,Books,COD,731,5,0.083,0,10,1,20,0
R05519,2025-04-13,2198,Electronics,COD,758,6,0.045,0,12,3,70,0
R04352,2025-04-13,927,Clothing,Prepaid,39,10,0.364,1,11,2,5,0
R00437,2025-04-13,1332,Clothing,COD,357,9,0.305,0,9,2,70,0
R05327,2025-04-13,1466,Home,COD,54,8,0.251,1,3,1,10,0
R04384,2025-04-13,892,Clothing,COD,768,5,0.432,0,9,1,0,0
R02580,2025-04-13,1545,Beauty,Prepaid,325,7,0.174,0,11,1,10,0
R05316,2025-04-13,3350,Electronics,COD,343,12,0.426,1,6,1,5,0
R03259,2025-04-13,1548,Electronics,COD,59,3,0.017,0,10,2,10,0
R01029,2025-04-13,5006,Electronics,Prepaid,22,10,0.1,0,5,2,5,0
R05615,2025-04-14,1005,Clothing,Prepaid,762,3,0.027,1,10,1,0,0
R04977,2025-04-14,2068,Beauty,COD,983,13,0.118,0,2,3,0,0
R04767,2025-04-14,855,Home,Prepaid,263,4,0.222,0,1,1,50,0
R01631,2025-04-14,767,Clothing,COD,601,4,0.062,1,10,1,0,0
R01897,2025-04-14,389,Clothing,COD,88,6,0.307,0,11,1,30,1
R03926,2025-04-14,466,Clothing,COD,57,8,0.1,0,11,1,30,0
R00570,2025-04-14,383,Clothing,Prepaid,860,3,0.191,0,4,1,50,0
R04658,2025-04-14,632,Beauty,Prepaid,204,3,0.096,0,12,2,10,0
R01728,2025-04-14,1325,Clothing,Prepaid,443,8,0.236,0,6,3,10,0
R00978,2025-04-14,529,Clothing,Prepaid,162,2,0.329,0,11,1,5,0
R04186,2025-04-14,1229,Electronics,COD,637,6,0.141,0,5,2,0,0
R02737,2025-04-14,249,Home,Prepaid,922,2,0.614,0,1,1,0,0
R04892,2025-04-14,1320,Books,Prepaid,30,5,0.189,0,11,1,0,0
R02199,2025-04-14,1172,Beauty,COD,338,11,0.09,0,11,2,20,0
R05938,2025-04-14,1509,Clothing,COD,786,8,0.088,0,7,1,0,1
R05785,2025-04-14,1158,Home,COD,896,9,0.356,0,7,2,0,0
R03684,2025-04-14,2144,Beauty,COD,395,3,0.138,0,1,1,0,0
R00288,2025-04-14,274,Electronics,Prepaid,879,6,0.22,0,9,1,0,0
R01759,2025-04-14,1925,Clothing,Prepaid,117,8,0.168,0,3,2,0,0
R01544,2025-04-14,880,Electronics,Prepaid,266,7,0.2,0,11,1,0,1
R05250,2025-04-14,3607,Clothing,COD,185,6,0.225,0,12,2,30,1
R04757,2025-04-14,339,Clothing,Prepaid,495,5,0.191,1,3,1,5,0
R00922,2025-04-14,482,Beauty,Prepaid,933,6,0.571,0,10,1,10,0
R00708,2025-04-14,538,Home,Prepaid,266,8,0.178,0,8,2,0,0
R03236,2025-04-14,796,Clothing,Prepaid,356,8,0.359,0,6,1,0,0
R01455,2025-04-14,1075,Electronics,COD,448,12,0.377,0,8,1,0,1
R02303,2025-04-14,2362,Home,Prepaid,963,5,0.131,0,5,2,0,0
R03235,2025-04-14,3082,Electronics,Prepaid,421,7,0.626,0,3,1,5,0
R04721,2025-04-14,1006,Clothing,Prepaid,159,5,0.166,0,10,2,50,0
R05863,2025-04-15,817,Beauty,COD,827,4,0.056,0,2,1,5,0
R05577,2025-04-15,2868,Clothing,Prepaid,31,6,0.414,0,12,1,5,0
R01344,2025-04-15,1836,Clothing,Prepaid,187,4,0.044,0,5,1,5,0
R01765,2025-04-15,1213,Electronics,Prepaid,634,5,0.21,1,11,1,30,1
R00535,2025-04-15,1057,Home,Prepaid,151,5,0.154,0,6,3,20,0
R05592,2025-04-15,1793,Clothing,Prepaid,23,5,0.016,0,2,1,20,0
R05338,2025-04-15,2400,Clothing,Prepaid,29,6,0.191,0,10,2,0,0
R00129,2025-04-15,717,Home,COD,219,4,0.304,1,5,3,10,0
R05480,2025-04-15,341,Beauty,Prepaid,611,5,0.101,0,12,1,10,0
R02561,2025-04-15,509,Books,Prepaid,910,5,0.257,0,7,3,5,0
R03763,2025-04-15,264,Books,COD,986,4,0.055,0,11,1,0,0
R04365,2025-04-15,951,Clothing,COD,829,8,0.243,0,3,1,50,0
R02719,2025-04-15,673,Clothing,Prepaid,302,4,0.035,0,2,2,20,0
R02626,2025-04-15,934,Home,COD,992,10,0.089,1,1,2,30,0
R05286,2025-04-15,552,Clothing,COD,67,6,0.52,0,12,1,0,0
R03227,2025-04-15,1967,Electronics,COD,270,4,0.341,0,8,1,10,0
R02247,2025-04-15,955,Electronics,COD,835,6,0.255,1,3,2,20,1
R02530,2025-04-15,1776,Beauty,Prepaid,816,7,0.073,0,4,1,0,0
R02679,2025-04-15,612,Beauty,Prepaid,799,6,0.07,0,1,1,0,0
R00228,2025-04-15,2127,Clothing,Prepaid,504,3,0.098,0,9,2,20,0
R01627,2025-04-15,929,Beauty,COD,909,10,0.059,0,5,1,0,0
R00597,2025-04-15,1408,Beauty,COD,173,7,0.372,0,1,1,10,0
R03883,2025-04-15,386,Electronics,COD,547,9,0.062,0,9,2,5,0
R00930,2025-04-15,665,Books,Prepaid,197,7,0.08,0,4,1,0,0
R03512,2025-04-15,598,Clothing,COD,164,7,0.244,0,2,1,30,0
R02548,2025-04-16,697,Home,COD,606,4,0.111,1,6,1,10,0
R03137,2025-04-16,240,Books,Prepaid,592,10,0.274,0,2,4,0,0
R05072,2025-04-16,226,Electronics,Prepaid,541,2,0.116,0,7,1,0,0
R01791,2025-04-16,2640,Electronics,Prepaid,262,10,0.259,0,8,1,50,0
R03378,2025-04-16,1239,Beauty,Prepaid,284,4,0.338,0,5,2,5,0
R03751,2025-04-16,2234,Clothing,Prepaid,285,3,0.268,0,8,1,70,1
R05350,2025-04-16,2102,Clothing,Prepaid,455,6,0.519,0,8,1,5,0
R01858,2025-04-16,1256,Home,Prepaid,470,8,0.197,0,10,1,10,0
R05247,2025-04-16,1683,Clothing,Prepaid,807,2,0.158,0,7,3,10,0
R02123,2025-04-16,396,Electronics,Prepaid,802,7,0.139,1,10,1,0,0
R02037,2025-04-16,534,Beauty,Prepaid,192,6,0.2,1,7,1,0,0
R01415,2025-04-16,1089,Clothing,COD,282,5,0.325,0,10,2,20,1
R04662,2025-04-16,1049,Books,Prepaid,201,8,0.158,0,3,2,20,0
R00424,2025-04-16,531,Electronics,COD,113,8,0.177,0,7,1,0,0
R03075,2025-04-16,684,Beauty,Prepaid,854,8,0.247,0,4,1,0,0
R05363,2025-04-16,2237,Electronics,Prepaid,808,2,0.397,0,1,1,0,0
R03542,2025-04-16,717,Clothing,Prepaid,170,3,0.133,1,3,2,0,1
R00677,2025-04-16,1039,Clothing,Prepaid,18,5,0.475,0,4,1,0,0
R01628,2025-04-16,1351,Clothing,COD,242,5,0.45,1,6,1,0,1
R04376,2025-04-16,494,Clothing,Prepaid,278,4,0.051,0,3,1,20,0
R00242,2025-04-16,1050,Home,Prepaid,311,7,0.407,1,7,2,20,0
R04900,2025-04-16,150,Clothing,Prepaid,531,5,0.227,0,4,2,10,0
R03722,2025-04-16,593,Electronics,COD,364,5,0.108,0,4,1,0,1
R01760,2025-04-16,2793,Books,Prepaid,368,6,0.122,0,9,2,30,0
R02729,2025-04-16,548,Books,Prepaid,205,0,0.061,0,8,2,10,0
R04435,2025-04-16,837,Clothing,Prepaid,703,6,0.665,0,1,2,10,0
R02753,2025-04-16,387,Beauty,Prepaid,594,12,0.261,1,1,2,10,0
R04898,2025-04-16,1040,Clothing,COD,206,4,0.068,0,7,2,30,0
R05368,2025-04-16,1968,Beauty,Prepaid,168,3,0.08,0,9,2,10,0
R00266,2025-04-16,521,Clothing,Prepaid,828,5,0.137,0,9,1,10,0
R03802,2025-04-16,621,Home,Prepaid,385,8,0.281,1,1,2,50,0
R01161,2025-04-16,579,Electronics,COD,254,5,0.145,0,4,3,0,0
R04412,2025-04-17,1486,Home,COD,184,3,0.24,0,3,1,10,0
R01546,2025-04-17,968,Clothing,Prepaid,961,5,0.046,0,10,3,5,0
R00698,2025-04-17,222,Clothing,COD,238,3,0.113,0,9,1,10,0
R04508,2025-04-17,1264,Beauty,Prepaid,348,9,0.105,0,7,2,5,0
R02190,2025-04-17,162,Home,COD,616,3,0.261,0,4,1,0,0
R04866,2025-04-17,580,Electronics,COD,501,2,0.146,0,9,1,70,0
R01833,2025-04-17,364,Home,COD,487,2,0.057,0,1,3,0,0
R02464,2025-04-17,1089,Home,COD,428,9,0.03,0,12,3,10,0
R00966,2025-04-17,559,Clothing,COD,117,10,0.249,0,10,1,5,0
R05695,2025-04-17,4699,Beauty,Prepaid,621,7,0.037,0,11,1,0,0
R04547,2025-04-17,925,Electronics,Prepaid,162,8,0.178,0,1,2,0,0
R05527,2025-04-17,4672,Beauty,Prepaid,262,7,0.092,0,11,2,10,0
R02947,2025-04-17,1324,Clothing,COD,415,6,0.238,0,4,2,10,0
R05856,2025-04-17,1372,Clothing,Prepaid,70,8,0.181,0,9,1,10,0
R03969,2025-04-17,1186,Home,COD,926,8,0.122,0,7,1,20,0
R01423,2025-04-17,2178,Home,COD,62,6,0.249,1,1,1,50,0
R04874,2025-04-17,463,Clothing,Prepaid,463,10,0.088,0,3,1,0,0
R01118,2025-04-17,542,Beauty,Prepaid,241,7,0.042,0,8,1,20,0
R02345,2025-04-17,4620,Clothing,Prepaid,632,5,0.166,0,12,1,30,1
R04463,2025-04-17,5311,Clothing,Prepaid,359,6,0.092,0,1,2,30,0
R00786,2025-04-17,691,Books,Prepaid,39,2,0.142,0,1,1,20,0
R04585,2025-04-17,1312,Electronics,Prepaid,744,5,0.285,0,2,1,5,0
R00548,2025-04-17,3164,Books,Prepaid,988,4,0.34,0,7,2,20,0
R02065,2025-04-17,2727,Books,COD,112,4,0.092,0,10,1,0,0
R00985,2025-04-17,504,Electronics,Prepaid,365,9,0.036,0,4,1,0,1
R05692,2025-04-17,6247,Clothing,COD,829,3,0.145,0,4,1,20,0
R00981,2025-04-17,1603,Clothing,COD,891,6,0.249,1,9,1,0,0
R02560,2025-04-17,896,Clothing,Prepaid,751,5,0.329,1,3,1,10,0
R04457,2025-04-17,1011,Home,COD,299,6,0.065,0,5,2,10,0
R03667,2025-04-17,496,Beauty,COD,310,6,0.084,0,1,1,50,1
R01396,2025-04-17,878,Electronics,COD,737,2,0.033,0,9,2,10,0
R05852,2025-04-17,1028,Clothing,Prepaid,213,6,0.074,0,5,2,0,0
R00260,2025-04-17,486,Clothing,COD,86,7,0.167,0,9,2,20,0
R01156,2025-04-17,1307,Clothing,COD,241,3,0.22,0,10,1,10,0
R01318,2025-04-17,1804,Beauty,Prepaid,744,3,0.16,0,4,2,5,0
R00270,2025-04-17,611,Clothing,Prepaid,489,10,0.297,0,5,1,10,0
R03673,2025-04-17,2745,Electronics,COD,931,6,0.348,0,5,2,30,0
R05263,2025-04-17,2219,Beauty,COD,558,7,0.055,0,12,3,10,0
R02235,2025-04-17,1378,Home,Prepaid,268,5,0.133,1,11,2,5,1
R04928,2025-04-18,4309,Electronics,COD,928,13,0.16,1,9,2,10,0
R05531,2025-04-18,1991,Home,COD,233,4,0.1,0,5,2,0,0
R05471,2025-04-18,1548,Electronics,COD,315,5,0.094,0,9,1,10,0
R04802,2025-04-18,927,Beauty,Prepaid,680,6,0.288,0,10,2,0,0
R04782,2025-04-18,1741,Clothing,Prepaid,0,6,0.068,0,1,1,10,0
R04938,2025-04-18,439,Clothing,COD,740,4,0.003,0,9,2,10,0
R00468,2025-04-18,1084,Clothing,Prepaid,725,6,0.142,0,11,2,5,0
R02966,2025-04-18,1290,Clothing,COD,199,6,0.127,0,1,1,0,0
R04790,2025-04-18,1212,Clothing,Prepaid,292,6,0.065,0,7,1,5,0
R04936,2025-04-18,820,Clothing,COD,862,4,0.206,0,11,1,20,0
R01644,2025-04-18,830,Clothing,Prepaid,428,7,0.278,0,9,1,20,1
R00688,2025-04-18,2756,Books,Prepaid,166,2,0.196,0,4,1,0,0
R04060,2025-04-18,1517,Electronics,Prepaid,29,2,0.071,1,1,2,20,1
R03825,2025-04-18,1397,Home,Prepaid,660,5,0.51,0,1,1,50,0
R01654,2025-04-18,1642,Clothing,COD,198,5,0.021,0,11,1,0,1
R00915,2025-04-18,1834,Electronics,COD,575,3,0.272,0,1,1,10,0
R05815,2025-04-18,1413,Books,COD,44,11,0.084,0,10,1,0,0
R05862,2025-04-18,4147,Electronics,Prepaid,223,7,0.079,1,10,1,20,1
R02676,2025-04-18,306,Books,COD,621,7,0.194,0,8,1,0,0
R05928,2025-04-18,1056,Books,Prepaid,342,7,0.39,0,3,1,20,0
R05608,2025-04-18,4570,Beauty,Prepaid,34,7,0.409,0,7,1,5,0
R03955,2025-04-18,1243,Home,Prepaid,6,7,0.428,0,8,1,5,0
R01608,2025-04-18,828,Clothing,Prepaid,193,7,0.295,0,7,2,0,0
R01350,2025-04-18,288,Beauty,Prepaid,553,4,0.387,0,3,3,50,1
R00520,2025-04-18,1323,Beauty,COD,511,2,0.184,0,3,3,20,0
R03415,2025-04-19,953,Electronics,Prepaid,677,9,0.204,0,10,1,30,0
R01188,2025-04-19,718,Clothing,COD,426,4,0.418,0,12,1,20,0
R00394,2025-04-19,222,Clothing,COD,541,6,0.127,0,12,1,10,0
R00720,2025-04-19,200,Electronics,COD,353,6,0.137,0,1,3,5,0
R04541,2025-04-19,1443,Books,COD,949,7,0.065,0,1,2,0,0
R05013,2025-04-19,3226,Home,Prepaid,591,4,0.128,0,12,2,0,0
R02445,2025-04-19,1224,Books,COD,379,5,0.052,0,1,1,5,0
R03007,2025-04-19,483,Home,COD,852,7,0.15,0,3,1,10,0
R00455,2025-04-19,420,Books,Prepaid,913,11,0.132,0,4,2,10,0
R01764,2025-04-19,547,Electronics,Prepaid,785,7,0.059,0,7,2,5,0
R03838,2025-04-19,2254,Home,COD,618,6,0.025,0,11,2,10,0
R03648,2025-04-19,581,Clothing,COD,28,14,0.404,0,7,1,0,0
R00665,2025-04-19,1702,Clothing,COD,660,7,0.301,0,6,2,5,0
R04618,2025-04-19,3431,Home,Prepaid,315,7,0.193,0,5,1,10,0
R02024,2025-04-19,399,Home,Prepaid,118,7,0.049,0,3,1,10,0
R03303,2025-04-19,2414,Electronics,Prepaid,51,3,0.28,1,11,2,10,0
R04265,2025-04-19,1125,Home,COD,11,6,0.143,0,6,2,0,0
R05171,2025-04-19,1071,Books,Prepaid,133,7,0.241,1,5,2,0,0
R00967,2025-04-19,629,Electronics,COD,652,6,0.538,1,5,1,5,0
R03423,2025-04-19,1775,Home,Prepaid,185,8,0.342,1,11,1,10,0
R04078,2025-04-19,4339,Books,Prepaid,285,7,0.332,0,4,2,30,0
R04756,2025-04-19,1005,Books,Prepaid,979,7,0.258,0,5,2,5,0
R02614,2025-04-19,462,Home,Prepaid,479,9,0.289,0,4,1,10,0
R02973,2025-04-19,1622,Electronics,Prepaid,951,7,0.076,0,10,2,10,0
R01505,2025-04-19,770,Clothing,Prepaid,987,5,0.143,0,4,2,20,0
R05636,2025-04-19,516,Electronics,Prepaid,592,11,0.364,0,3,1,0,0
R04390,2025-04-19,3907,Clothing,Prepaid,54,5,0.172,0,6,3,0,0
R03019,2025-04-19,2369,Beauty,Prepaid,280,4,0.168,0,6,2,30,0
R01580,2025-04-19,1034,Clothing,COD,37,5,0.271,0,7,1,0,0
R00531,2025-04-19,5349,Clothing,Prepaid,697,7,0.285,0,3,2,10,0
R01048,2025-04-19,904,Clothing,COD,356,4,0.491,0,10,2,5,0
R02414,2025-04-19,1077,Clothing,Prepaid,885,8,0.197,0,3,1,70,0
R03347,2025-04-20,590,Books,COD,180,8,0.428,0,1,2,10,0
R02692,2025-04-20,666,Clothing,Prepaid,773,7,0.047,0,7,1,5,0
R04589,2025-04-20,3562,Home,Prepaid,669,10,0.123,0,5,2,20,0
R00625,2025-04-20,1118,Home,Prepaid,606,8,0.064,0,1,2,0,0
R05130,2025-04-20,3277,Electronics,COD,350,10,0.175,0,2,2,30,0
R03436,2025-04-20,1465,Electronics,Prepaid,371,8,0.06,0,6,2,5,0
R00494,2025-04-20,2648,Home,Prepaid,145,4,0.127,0,2,1,50,0
R05609,2025-04-20,1639,Clothing,Prepaid,335,12,0.119,1,6,1,0,1
R05981,2025-04-20,992,Electronics,COD,225,7,0.108,1,11,2,0,0
R03810,2025-04-20,2373,Beauty,COD,986,3,0.195,1,11,1,70,1
R01568,2025-04-20,1100,Clothing,Prepaid,392,12,0.27,0,10,1,30,0
R04259,2025-04-20,4005,Home,COD,275,10,0.545,0,8,2,0,0
R00137,2025-04-20,2644,Beauty,Prepaid,456,6,0.214,1,1,2,20,1
R02183,2025-04-20,924,Clothing,Prepaid,48,4,0.257,0,11,1,0,0
R00193,2025-04-20,977,Electronics,Prepaid,409,7,0.045,0,4,3,0,0
R04210,2025-04-20,1062,Home,Prepaid,964,9,0.204,0,9,3,0,0
R01525,2025-04-20,447,Home,Prepaid,899,5,0.09,0,4,2,0,0
R00490,2025-04-20,1525,Electronics,Prepaid,768,8,0.142,1,12,1,50,0
R00850,2025-04-20,3589,Clothing,COD,401,8,0.073,1,2,2,5,1
R04914,2025-04-20,819,Beauty,COD,291,3,0.123,0,9,2,20,0
R03449,2025-04-20,4819,Home,Prepaid,809,5,0.352,0,12,1,10,0
R01873,2025-04-20,575,Home,Prepaid,817,4,0.103,0,6,1,5,0
R05335,2025-04-20,809,Clothing,COD,395,4,0.231,0,7,3,30,1
R04310,2025-04-20,1552,Electronics,COD,959,7,0.62,1,11,4,0,1
R02213,2025-04-20,3897,Books,COD,919,9,0.519,1,9,2,5,1
R04233,2025-04-20,1405,Clothing,Prepaid,576,6,0.121,1,7,2,10,1
R05551,2025-04-20,580,Home,COD,361,6,0.017,0,9,1,5,0
R05849,2025-04-20,1115,Beauty,COD,669,4,0.203,0,3,1,20,0
R03170,2025-04-20,709,Home,Prepaid,852,6,0.086,0,11,2,0,0
R05968,2025-04-20,728,Clothing,COD,888,5,0.13,0,12,3,0,0
R03876,2025-04-20,234,Electronics,COD,73,5,0.037,0,5,1,20,0
R04455,2025-04-21,626,Books,COD,59,5,0.193,0,1,1,0,1
R00269,2025-04-21,361,Books,Prepaid,200,10,0.414,0,5,2,0,0
R03864,2025-04-21,595,Clothing,COD,495,7,0.212,0,6,1,10,0
R02124,2025-04-21,4738,Electronics,COD,30,9,0.119,1,7,3,0,0
R04980,2025-04-21,248,Electronics,Prepaid,272,6,0.519,0,2,1,5,0
R00956,2025-04-21,1005,Home,Prepaid,921,4,0.081,0,3,2,5,0
R04801,2025-04-21,566,Clothing,COD,705,3,0.055,0,10,1,20,0
R01305,2025-04-21,3132,Clothing,Prepaid,441,7,0.195,0,10,1,10,0
R05788,2025-04-21,524,Home,Prepaid,360,3,0.016,0,2,2,0,0
R04228,2025-04-21,1456,Clothing,Prepaid,809,2,0.221,1,7,1,30,0
R03895,2025-04-21,1707,Clothing,Prepaid,498,7,0.059,0,4,1,5,0
R05645,2025-04-21,2197,Clothing,COD,417,6,0.08,0,7,1,0,0
R04351,2025-04-21,1015,Clothing,Prepaid,40,5,0.31,0,5,1,50,0
R05605,2025-04-21,794,Home,Prepaid,173,8,0.193,0,6,1,5,1
R01662,2025-04-21,1064,Books,Prepaid,82,4,0.484,0,4,1,0,0
R04544,2025-04-21,1148,Books,COD,215,3,0.162,0,11,2,5,1
R05980,2025-04-21,1119,Home,Prepaid,77,5,0.022,0,11,1,20,0
R02494,2025-04-21,1290,Clothing,COD,152,4,0.27,0,9,1,50,1
R05959,2025-04-21,3345,Clothing,Prepaid,659,3,0.063,0,7,1,0,0
R03225,2025-04-21,4856,Electronics,COD,696,5,0.054,0,4,2,5,0
R01181,2025-04-21,257,Home,Prepaid,623,5,0.09,1,7,1,5,0
R02144,2025-04-21,4266,Books,COD,244,3,0.161,0,10,3,0,0
R03613,2025-04-21,673,Electronics,COD,781,7,0.35,1,10,2,20,0
R00896,2025-04-21,909,Home,Prepaid,475,7,0.09,0,5,1,30,0
R03602,2025-04-21,1609,Clothing,Prepaid,576,3,0.262,0,11,1,30,0
R05821,2025-04-21,1340,Electronics,COD,146,6,0.279,0,9,1,10,1
R04586,2025-04-21,482,Electronics,Prepaid,575,5,0.624,0,3,4,10,0
R03425,2025-04-21,890,Clothing,COD,636,5,0.076,1,1,3,50,1
R00767,2025-04-21,585,Electronics,COD,34,8,0.17,1,12,2,20,0
R02971,2025-04-21,2246,Electronics,Prepaid,262,5,0.11,0,5,2,10,0
R01952,2025-04-21,457,Beauty,Prepaid,863,7,0.079,1,3,1,20,0
R05525,2025-04-21,837,Clothing,Prepaid,588,8,0.25,1,12,3,5,0
R05679,2025-04-21,826,Beauty,COD,778,7,0.016,0,9,1,5,0
R02864,2025-04-21,3489,Home,Prepaid,4,6,0.302,1,8,1,0,1
R01758,2025-04-21,2627,Books,Prepaid,184,7,0.414,0,3,2,5,0
R02927,2025-04-22,1356,Beauty,COD,60,7,0.241,0,8,1,10,0
R03177,2025-04-22,507,Home,COD,972,5,0.295,0,11,1,5,0
R02393,2025-04-22,969,Books,Prepaid,903,7,0.239,1,4,1,0,0
R00672,2025-04-22,3430,Home,Prepaid,257,0,0.066,1,9,1,30,0
R01829,2025-04-22,1736,Beauty,Prepaid,641,6,0.289,0,10,1,30,0
R03970,2025-04-22,584,Home,COD,751,7,0.384,0,2,2,20,0
R05962,2025-04-22,770,Electronics,COD,156,10,0.176,0,9,1,0,0
R00702,2025-04-22,8491,Clothing,COD,337,7,0.116,0,10,1,20,0
R02904,2025-04-22,1614,Beauty,COD,556,1,0.074,0,6,2,5,0
R03331,2025-04-22,814,Electronics,COD,731,7,0.188,0,6,1,0,0
R01135,2025-04-22,599,Electronics,Prepaid,885,7,0.132,0,6,1,30,0
R03920,2025-04-22,630,Home,Prepaid,23,7,0.155,0,9,2,0,0
R02629,2025-04-22,869,Clothing,COD,675,10,0.156,0,6,1,5,0
R04621,2025-04-22,1563,Clothing,Prepaid,953,5,0.304,0,3,1,20,0
R00601,2025-04-22,2760,Clothing,Prepaid,115,12,0.053,0,5,1,0,0
R04038,2025-04-22,1315,Home,Prepaid,272,10,0.151,1,5,2,0,0
R00987,2025-04-22,1327,Clothing,Prepaid,698,9,0.037,0,3,2,10,1
R05122,2025-04-22,1042,Home,COD,164,8,0.429,1,11,2,0,1
R05123,2025-04-22,3278,Home,COD,559,3,0.243,0,1,2,5,1
R05214,2025-04-22,1531,Home,COD,456,9,0.2,0,12,1,10,0
R03609,2025-04-22,1800,Clothing,COD,49,4,0.642,0,1,4,10,0
R01846,2025-04-22,275,Clothing,Prepaid,218,5,0.084,0,9,3,10,0
R03922,2025-04-22,3245,Beauty,Prepaid,90,6,0.511,0,10,3,30,0
R02726,2025-04-22,1380,Beauty,COD,764,1,0.232,1,12,3,5,1
R05275,2025-04-22,505,Clothing,COD,195,6,0.188,0,8,3,20,0
R04639,2025-04-22,1613,Home,Prepaid,914,4,0.337,0,11,1,20,1
R05342,2025-04-22,8141,Home,COD,260,4,0.23,0,4,1,5,0
R05063,2025-04-22,1918,Electronics,Prepaid,308,5,0.255,0,2,1,30,0
R05097,2025-04-22,3595,Clothing,Prepaid,586,2,0.285,0,3,1,0,0
R04595,2025-04-22,1890,Home,Prepaid,386,6,0.19,0,1,1,30,1
R05786,2025-04-22,845,Clothing,COD,241,6,0.474,0,4,1,0,1
R00900,2025-04-22,388,Clothing,Prepaid,658,4,0.121,0,6,1,10,0
R03124,2025-04-22,1331,Electronics,Prepaid,70,6,0.212,0,4,2,20,0
R03417,2025-04-22,2034,Electronics,Prepaid,285,4,0.081,0,8,1,10,0
R01885,2025-04-22,887,Beauty,Prepaid,219,5,0.18,0,10,1,0,0
R00953,2025-04-22,1124,Books,Prepaid,871,6,0.155,0,5,1,30,0
R02027,2025-04-22,1569,Electronics,COD,98,6,0.148,0,12,1,0,0
R00323,2025-04-22,1039,Home,COD,219,2,0.088,1,5,1,20,0
